job_name,salary,company,work_addr,work_year,education,company_size,state,welfare,modify_time,
Web工程师/参数开发工程师/产品实施顾问,4.5K-8K,南京嘉腾维新软件有限公司,南京,不限,本科,100-499人,外商独资,五险一金/年底双薪/交通补助/餐补/带薪年假,2019-04-24 10:02:22,
java程序员,10K-15K,江苏泊朗智能科技有限公司,南京-雨花台区,3-5年,大专,100-499人,民营,五险一金/包吃/加班补助/节日福利/交通补助,2019-04-24 09:44:37,
5K急聘Java开发实习,6K-8K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,五险一金/年底双薪/年终分红/加班补助/餐补,2019-04-24 22:17:43,
JAVA开发五险一金双休,4K-6K,南京达内为上信息技术有限公司,南京,不限,大专,1000-9999人,上市公司,住房补贴/五险一金/交通补助/餐补/加班补助,2019-04-24 08:51:36,
初级Java开发/双休,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,外商独资,五险一金/年底双薪/绩效奖金/交通补助/带薪年假,2019-04-24 10:56:53,
初级JAVA开发助理+双休+五险一金,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,五险一金/年底双薪/交通补助/餐补/带薪年假,2019-04-24 17:05:01,
Java开发方向程序员（实习生/助理）,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,外商独资,五险一金/年底双薪/绩效奖金/全勤奖/包吃,2019-04-24 10:34:01,
5K急聘Java开发,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,五险一金/年底双薪/绩效奖金/加班补助/餐补,2019-04-24 21:36:38,
初级Java开发/双休,4K-6K,南京达内为上信息技术有限公司,南京,不限,大专,1000-9999人,上市公司,五险一金/年底双薪/绩效奖金/餐补/房补,2019-04-24 21:42:06,
急聘Java开发,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,外商独资,五险一金/年底双薪/绩效奖金/全勤奖/包吃,2019-04-24 10:34:01,
高薪诚聘java开发,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,五险一金/年底双薪/绩效奖金/加班补助/餐补,2019-04-24 22:18:25,
Java开发方向程序员,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,五险一金/年底双薪/绩效奖金/加班补助/全勤奖,2019-04-24 17:05:51,
Java开发工程师/助理可实习培养储备人才,3K-6K,阜宁阜惠科技信息有限公司,南京,不限,大专,20-99人,合资,14薪/五险一金/绩效奖金/年终分红/全勤奖,2019-04-23 10:09:56,
急聘java开发实习生（待遇好，有人带）,3.5K-5.5K,南京华锐软件开发有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/年终分红/带薪年假,2019-04-20 11:13:27,
初级Java开发程序员/Java开发助理接收,4K-6K,阜宁阜惠科技信息有限公司,南京,不限,大专,20-99人,合资,五险一金/年底双薪/绩效奖金/加班补助/全勤奖,2019-04-21 17:21:02,
JAVA开发工程师,9K-15K,南京联成科技发展股份有限公司,南京-浦口区,3-5年,本科,100-499人,民营,节日福利/五险一金/绩效奖金/餐补/通讯补助,2019-04-24 08:59:50,
java开发工程师,10K-16K,南京科融数据系统股份有限公司,南京,3-5年,本科,100-499人,股份制企业,五险一金/绩效奖金/定期体检/节日福利,2019-04-22 19:13:49,
移动定位系统Java开发助理,3.5K-5K,南京德俊仁广告有限公司,南京,不限,大专,100-499人,民营,五险一金/周末双休/员工旅游/高温补贴/节日福利,2019-04-22 10:25:00,
南京港口JAVA开发,薪资面议,中软国际科技服务有限公司深圳分公司,南京-建邺区,1-3年,本科,10000人以上,上市公司,五险一金/带薪年假/定期体检/节日福利/周末双休,2019-04-24 10:18:33,
Java开发工程师,5K-10K,江苏润和软件股份有限公司,南京-江宁区,1-3年,本科,1000-9999人,民营,餐补/五险一金/定期体检,2019-04-23 14:10:11,
java开发工程师（2019届校招）,6K-8K,焦点科技股份有限公司,南京,无经验,本科,1000-9999人,上市公司,包吃/包住/免费班车/不加班,2019-04-23 09:34:02,
2019届可实习-java开发工程师,3K-6K,阜宁阜惠科技信息有限公司,南京,不限,大专,20-99人,合资,14薪/五险一金/绩效奖金/年终分红/全勤奖,2019-04-23 18:04:32,
java开发工程师,8K-12K,江苏润和软件股份有限公司,南京-江宁区,1-3年,本科,1000-9999人,民营,餐补/五险一金/定期体检,2019-04-23 14:10:11,
自然语言处理java开发工程师,15K-20K,源讯信息技术(中国)有限公司,南京,5-10年,本科,500-999人,外商独资,五险一金/通讯补助/带薪年假/补充医疗保险/定期体检,2019-04-23 10:09:49,
年底15薪/Java开发工程师实习生,3K-6K,江苏耀东文化传媒有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/年终分红/全勤奖,2019-04-21 17:34:42,
Java开发工程师,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,住房补贴/五险一金/年底双薪/绩效奖金/加班补助,2019-04-24 09:03:47,
java开发工程师,10K-15K,江苏润和软件股份有限公司,南京-江宁区,1-3年,本科,1000-9999人,民营,餐补/五险一金/定期体检,2019-04-23 14:10:23,
JAVA+python智能开发实习生,8K-16K,中青才智教育投资(北京)有限公司,南京,不限,大专,500-999人,国企,五险一金/年底双薪/加班补助/全勤奖/房补,2019-04-24 10:06:46,
高级java开发工程师,10K-20K,中智尚联(北京)科技有限公司,南京-栖霞区,5-10年,本科,20-99人,民营,五险一金/餐补/通讯补助/带薪年假/定期体检,2019-04-24 07:24:45,
java开发（高级）,10K-15K,科大国创软件股份有限公司江苏分公司,南京-江宁区,3-5年,大专,1000-9999人,上市公司,五险一金/带薪年假/定期体检/节日福利/餐补,2019-04-24 16:45:35,
java开发工程师,8K-15K,南京两岸生花文化传播有限公司,南京,1-3年,大专,100-499人,民营,五险一金/绩效奖金/年底双薪/交通补助/餐补,2019-04-21 11:40:08,
java开发高级讲师,6K-12K,南京雷镀职业培训学校,南京-秦淮区,1-3年,本科,20-99人,民营,五险一金/绩效奖金/交通补助/餐补/带薪年假,2019-04-22 08:38:37,
java/web开发程序员/实习生双休,4K-6K,南京网燃网络科技有限公司,南京,不限,大专,100-499人,股份制企业,五险一金/年底双薪/绩效奖金/全勤奖/带薪年假,2019-04-24 17:58:26,
双休）java大数据开发/安卓/IOS开发助理,3K-6K,南京网燃网络科技有限公司,南京-秦淮区,不限,大专,100-499人,股份制企业,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-22 13:47:41,
java开发工程师,15K-20K,南京中冠智能科技有限公司,南京,3-5年,本科,100-499人,民营,五险一金/带薪年假/补充医疗保险/绩效奖金,2019-04-22 16:14:19,
资深Java开发工程师,16K-28K,舟谱数据技术南京有限公司,南京,3-5年,本科,100-499人,民营,五险一金/绩效奖金/股票期权/弹性工作/员工旅游,2019-04-23 10:28:33,
项目经理（高级JAVA开发）,10K-15K,南京壹佳壹网络科技有限公司,南京,3-5年,大专,100-499人,民营,五险一金/全勤奖/员工旅游/节日福利,2019-04-23 10:23:21,
中高级java开发工程师,9K-12K,南京绿和信息技术有限公司,南京-雨花台区,3-5年,大专,20-99人,民营,五险一金/年底双薪/绩效奖金/加班补助/交通补助,2019-04-22 19:04:22,
java开发工程师,8K-15K,中智尚联(北京)科技有限公司,南京-栖霞区,3-5年,本科,20-99人,民营,五险一金/餐补/通讯补助/带薪年假/定期体检,2019-04-24 07:02:46,
java中级开发工程师,10K-15K,江苏倍速世纪智能化技术有限公司,南京,3-5年,本科,20-99人,民营,五险一金/绩效奖金/带薪年假,2019-04-24 08:28:50,
java开发工程师,10K-15K,上海伯俊软件科技有限公司,南京-雨花台区,3-5年,本科,100-499人,民营,周末双休/五险一金/餐补/节日福利,2019-04-22 09:36:27,
Java开发（熟练存储过程）,8K-12K,科大国创软件股份有限公司江苏分公司,南京-江宁区,3-5年,大专,1000-9999人,上市公司,五险一金/餐补/带薪年假/弹性工作/定期体检,2019-04-24 16:45:35,
Java开发工程师,10K-20K,江苏润和软件股份有限公司,南京-雨花台区,3-5年,大专,1000-9999人,民营,周末双休/五险一金/节日福利/餐补/定期体检,2019-04-23 14:09:55,
JAVA开发工程师,7K-12K,上海伯俊软件科技有限公司,南京,1-3年,本科,100-499人,民营,员工旅游/节日福利/带薪年假/餐补/五险一金,2019-04-22 09:36:48,
java开发工程师,15K-20K,大连斯锐信息技术有限公司,南京,5-10年,本科,1000-9999人,股份制企业,节日福利/五险一金/带薪年假/补充医疗保险/定期体检,2019-04-23 18:09:09,
java开发工程师,8K-12K,锦创科技股份有限公司,南京,3-5年,本科,1000-9999人,股份制企业,绩效奖金/五险一金/带薪年假/全勤奖/每年多次调薪,2019-04-23 08:51:15,
Java软件开发助理/欢迎应届生投递,3K-5K,阜宁阜惠科技信息有限公司,南京,不限,大专,20-99人,合资,14薪/五险一金/年底双薪/绩效奖金/年终分红,2019-04-21 10:03:17,
中级JAVA开发工程师出差、有差补,10K-20K,深圳市长亮科技股份有限公司,南京,3-5年,本科,1000-9999人,上市公司,节日福利/五险一金/年底双薪/绩效奖金/餐补,2019-04-22 14:01:37,
java开发（招收2019应届）,6K-8K,中储南京智慧物流科技有限公司,南京,无经验,本科,500-999人,国企,五险一金/绩效奖金/餐补/带薪年假/定期体检,2019-04-22 08:51:46,
Java高级开发工程师,10K-15K,安徽省通信产业服务有限公司,南京,3-5年,本科,10000人以上,国企,五险一金/绩效奖金/餐补/采暖补贴/带薪年假,2019-04-22 10:02:20,
java开发工程师,8K-10K,北京银丰新融科技开发有限公司,南京-玄武区,1-3年,本科,100-499人,外商独资,五险一金/绩效奖金/餐补/通讯补助/带薪年假,2019-04-23 10:44:54,
Java中级开发工程师,6K-12K,安徽省通信产业服务有限公司,南京,1-3年,本科,10000人以上,国企,五险一金/绩效奖金/餐补/采暖补贴/带薪年假,2019-04-22 10:02:20,
应届生可实习）JAVA开发工程师助理,4K-6K,南京网燃网络科技有限公司,南京,不限,大专,100-499人,股份制企业,五险一金/年底双薪/绩效奖金/全勤奖/弹性工作,2019-04-22 13:47:40,
JAVA中级开发工程师,8K-16K,亿嘉和科技股份有限公司,南京,不限,本科,100-499人,民营,五险一金/年底双薪/包吃/餐补/通讯补助,2019-04-23 16:00:00,
java软件开发实习生,3.5K-5K,南京华信智原教育科技有限公司,南京,不限,不限,100-499人,民营,年底双薪/绩效奖金/加班补助/全勤奖/五险一金,2019-04-20 10:59:16,
JAVA开发工程师-电商产品事业部（江苏）,6K-10K,湖南创发科技有限责任公司,南京-建邺区,1-3年,本科,100-499人,国企,五险一金/加班补助/餐补/通讯补助/带薪年假,2019-04-22 10:55:42,
java开发工程师,15K-20K,上海正诺信息科技有限公司,南京-玄武区,3-5年,本科,20-99人,其它,五险一金/周末双休/节日福利/带薪年假,2019-04-23 19:04:36,
理工科助理（软件开发/java/web/实施运维）,3K-5K,阜宁阜惠科技信息有限公司,南京,不限,大专,20-99人,合资,节日福利/14薪/五险一金/绩效奖金/年终分红,2019-04-23 10:10:05,
Java开发工程师（南京）,8K-15K,数据堂(北京)科技股份有限公司,南京-雨花台区,不限,本科,100-499人,股份制企业,周末双休/五险一金/带薪年假/弹性工作,2019-04-23 17:22:13,
java开发工程师,6K-10K,龙湾科技(北京)有限公司,南京-浦口区,3-5年,本科,20人以下,民营,周末双休/五险一金/带薪年假/节日福利,2019-04-22 09:43:32,
java开发工程师,8K-12K,北京兰亭数字科技有限公司,南京,3-5年,本科,20-99人,股份制企业,周末双休/绩效奖金/节日福利/员工旅游/定期体检,2019-04-22 11:11:51,
高级java开发工程师,12K-18K,大连斯锐信息技术有限公司,南京-浦口区,3-5年,本科,1000-9999人,股份制企业,五险一金/补充医疗保险/节日福利/带薪年假/周末双休,2019-04-23 18:10:30,
Java开发工程师助理/接受无经验,3K-5K,阜宁阜惠科技信息有限公司,南京,不限,大专,20-99人,合资,14薪/五险一金/年底双薪/绩效奖金/年终分红,2019-04-23 10:10:28,
java开发工程师,9K-15K,江苏润和软件股份有限公司,南京,1-3年,大专,1000-9999人,民营,餐补/五险一金/定期体检,2019-04-23 14:10:10,
Java开发中级工程师-南京职位,10K-20K,爱心人寿保险股份有限公司,南京-雨花台区,3-5年,硕士,1000-9999人,股份制企业,五险一金/年底双薪/周末双休/绩效奖金/包吃,2019-04-23 10:44:01,
java开发工程师,9K-18K,深圳市德科数据科技有限公司,南京,1-3年,本科,500-999人,民营,绩效奖金/五险一金/节日福利/员工旅游/带薪年假,2019-04-23 18:40:33,
Java开发工程师,薪资面议,苏州科技城,南京-鼓楼区,3-5年,本科,100-499人,其它,五险一金/绩效奖金/年底双薪/节日福利/带薪年假,2019-04-23 10:31:40,
java开发工程师,6K-12K,亚信科技(中国)有限公司,南京-雨花台区,1-3年,本科,10000人以上,民营,,2019-04-23 15:30:03,
初级Java数据库开发工程师助理餐补/双休,3K-6K,软世通信息科技集团有限公司,南京,不限,大专,100-499人,股份制企业,周末双休/五险一金/年底双薪/绩效奖金/加班补助,2019-04-22 16:20:14,
无经验java开发工程师(助理岗位）,4K-6K,南京华信智原教育科技有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/包吃/包住,2019-04-23 10:21:35,
Java开发工程师,8K-10K,好享购物股份有限公司,南京,1-3年,大专,1000-9999人,国企,,2019-04-23 16:48:56,
java技术专员/开发/测试实习生,2K-4K,才秀人人南京分公司,南京,不限,大专,1000-9999人,民营,,2019-04-24 10:58:32,
JAVA开发工程师,4K-8K,江苏新纪元信息发展有限公司,南京,1-3年,本科,100-499人,民营,五险一金/加班补助/餐补/带薪年假/定期体检,2019-04-24 09:06:02,
Java开发工程师（研发中心 架构方向）,10K-20K,焦点科技股份有限公司,南京,3-5年,本科,1000-9999人,上市公司,节日福利/五险一金/绩效奖金/包吃/带薪年假,2019-04-23 09:33:59,
java研发工程师（云平台中间件开发）,15K-20K,南京橙红科技股份有限公司,南京,1-3年,本科,20-99人,股份制企业,五险一金/餐补/带薪年假/定期体检,2019-04-24 14:28:22,
Java开发工程师,薪资面议,东华软件股份公司,南京,1-3年,不限,1000-9999人,上市公司,,2019-04-24 08:24:09,
java服务器开发工程师,10K-15K,诚迈科技(南京)股份有限公司,南京,3-5年,大专,1000-9999人,外商独资,五险一金/绩效奖金/股票期权/餐补/加班补助,2019-04-22 11:43:03,
核心系统JAVA开发工程师-中级,7K-14K,爱心人寿保险股份有限公司,南京-雨花台区,1-3年,本科,1000-9999人,股份制企业,五险一金/年底双薪/周末双休/绩效奖金/包吃,2019-04-23 10:44:01,
Java开发,6K-12K,南京高泰科技有限公司,南京-鼓楼区,1-3年,本科,20-99人,民营,五险一金/餐补/交通补助/通讯补助/带薪年假,2019-04-22 10:44:20,
java初级开发程序员,3K-5K,南京爬虫信息科技有限公司,南京,不限,大专,500-999人,股份制企业,住房补贴/周末双休/五险一金/年底双薪/餐补,2019-04-23 10:06:01,
JAVA软件开发实习生,4K-6K,南京达内为上信息技术有限公司,南京,不限,大专,1000-9999人,上市公司,住房补贴/五险一金/交通补助/餐补/加班补助,2019-04-24 11:04:56,
java开发（南京鼓楼区）,8K-10K,南京优玛软件科技有限公司北京鸿信科创分公司,南京-鼓楼区,1-3年,本科,100-499人,民营,每年多次调薪/五险一金/年底双薪/绩效奖金/带薪年假,2019-04-22 15:37:52,
java开发（南京）,8K-10K,南京优玛软件科技有限公司,南京-鼓楼区,1-3年,本科,100-499人,股份制企业,,2019-04-23 19:08:12,
JAVA开发工程师,10K-12K,敏梅保险代理有限公司,南京,3-5年,本科,100-499人,民营,五险一金/全勤奖/绩效奖金/节日福利/年终分红,2019-04-20 16:14:02,
java开发（南京）,6K-8K,北京信奇视界科技有限公司,南京-鼓楼区,1-3年,本科,100-499人,民营,五险一金/餐补/免费班车/员工旅游/周末双休,2019-04-23 16:51:42,
Java开发负责人,12K-20K,南京正大天晴制药有限公司,南京,5-10年,大专,1000-9999人,合资,五险一金/绩效奖金/交通补助/餐补/通讯补助,2019-04-24 08:31:26,
初级java开发工程师/java实习生,4K-6K,南京网燃网络科技有限公司,南京,不限,大专,100-499人,股份制企业,五险一金/年底双薪/绩效奖金/带薪年假/弹性工作,2019-04-22 13:47:38,
Java开发工程师20人,薪资面议,东华软件股份公司,南京-玄武区,3-5年,本科,1000-9999人,上市公司,,2019-04-24 08:31:00,
理工类专业转Java开发工程师助理,3K-5K,阜宁阜惠科技信息有限公司,南京,不限,大专,20-99人,合资,节日福利/14薪/五险一金/年底双薪/绩效奖金,2019-04-23 10:10:06,
Java/ios安卓软件开发实习生+应届全职,4K-6K,江苏耀东文化传媒有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/全勤奖/包住,2019-04-23 10:44:22,
JAVA开发工程师助理4k+双休,4K-6K,南京网燃网络科技有限公司,南京,不限,大专,100-499人,股份制企业,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-22 13:47:40,
JAVA开发工程师,6K-10K,江苏谷科软件有限公司,南京,1-3年,本科,100-499人,民营,五险一金/全勤奖/交通补助/通讯补助/带薪年假,2019-04-23 08:56:39,
java高级开发工程师,10K-20K,江苏润和软件股份有限公司,南京,3-5年,本科,1000-9999人,民营,五险一金/年底双薪/餐补/带薪年假/节日福利,2019-04-23 14:09:42,
Java/C/C++软件工程师大数据开发实习,6K-8K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,外商独资,五险一金/年底双薪/绩效奖金/全勤奖/包吃,2019-04-24 09:06:43,
Java高级开发工程师,10K-15K,南京普杰物联网技术有限公司,南京-江宁区,3-5年,大专,20-99人,股份制企业,五险一金/绩效奖金/股票期权/加班补助/餐补,2019-04-21 21:12:22,
java高级开发工程师,8K-14K,科大国创软件股份有限公司江苏分公司,南京-江宁区,3-5年,大专,1000-9999人,上市公司,五险一金/定期体检/节日福利/带薪年假/周末双休,2019-04-24 16:45:36,
Java高级开发工程师,15K-20K,江苏润和软件股份有限公司,南京-雨花台区,不限,不限,1000-9999人,民营,,2019-04-23 14:10:35,
java开发（物联网平台）,11K-12K,江苏铠硕信息技术有限公司,南京-建邺区,3-5年,大专,20-99人,民营,五险一金/年底双薪/交通补助/通讯补助/带薪年假,2019-04-22 10:49:34,
软件开发高级工程师（JAVA）,10K-20K,福建新大陆软件工程有限公司,南京,5-10年,本科,1000-9999人,民营,节日福利/五险一金/年底双薪/绩效奖金/通讯补助,2019-04-24 13:49:59,
java开发工程师,8K-15K,江苏五城共聚网络科技有限公司,南京,1-3年,本科,100-499人,民营,创业公司/五险一金/周末双休/节日福利/员工旅游,2019-04-23 10:32:13,
java开发工程师,25K-50K,京东数字科技控股有限公司  ,南京,5-10年,本科,1000-9999人,外商独资,五险一金/餐补/补充医疗保险,2019-04-21 20:39:44,
java开发工程师,8K-15K,江苏梯卫士网络科技有限公司,南京,3-5年,大专,20-99人,民营,周末双休/五险一金/交通补助/餐补/通讯补助,2019-04-24 08:47:23,
Java中级软件开发工程师/中级Java软件工程师,10K-15K,南京欣慧月软件科技有限公司,南京,3-5年,本科,20-99人,民营,,2019-04-24 09:26:50,
Java开发工程师(南京),薪资面议,东华软件股份公司,南京-玄武区,3-5年,本科,1000-9999人,上市公司,上市公司/五险一金/年终奖/弹性工作,2019-04-24 09:45:20,
java开发工程师,10K-15K,江苏云厨一站新零售有限公司,南京,3-5年,本科,1000-9999人,民营,全勤奖/包吃/节日福利/带薪年假/绩效奖金,2019-04-24 09:00:22,
Java+人工智能开发实习生,4K-6K,南京达内为上信息技术有限公司,南京,不限,大专,1000-9999人,上市公司,住房补贴/五险一金/交通补助/餐补/加班补助,2019-04-24 11:04:55,
Java软件开发,4K-6K,南京达内软件有限公司,南京,不限,中专,500-999人,上市公司,创业公司/五险一金/全勤奖/节日福利/不加班,2019-04-24 10:23:11,
java软件开发实习生,3K-6K,南京爬虫信息科技有限公司,南京,不限,大专,500-999人,股份制企业,五险一金/年底双薪/绩效奖金/弹性工作/带薪年假,2019-04-23 17:41:21,
高薪Java软件开发双休,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,五险一金/年底双薪/交通补助/餐补/带薪年假,2019-04-24 17:05:08,
JAVA大数据开发定岗生,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,五险一金/年底双薪/绩效奖金/包吃/包住,2019-04-24 17:05:25,
java软件开发助理5K,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,上市公司,五险一金/年底双薪/绩效奖金/加班补助/餐补,2019-04-24 21:36:36,
Java开发工程师,8K-12K,科大国创软件股份有限公司江苏分公司,南京-江宁区,3-5年,大专,1000-9999人,上市公司,五险一金/绩效奖金/加班补助/餐补/通讯补助,2019-04-24 16:45:35,
java开发工程师,6K-10K,科大国创软件股份有限公司江苏分公司,南京-江宁区,1-3年,大专,1000-9999人,上市公司,五险一金/定期体检/节日福利/带薪年假/周末双休,2019-04-24 16:45:36,
软件开发工程师,10K-15K,青岛船歌鲜食网络科技有限公司,南京,1-3年,大专,1000-9999人,民营,周末双休/公司重点项目/领导nice,2019-04-24 19:03:45,
JAVA软件工程师,10K-15K,江苏苏源高科技有限公司,南京-秦淮区,3-5年,大专,100-499人,民营,五险一金/带薪年假/定期体检/节日福利,2019-04-24 13:44:12,
Java讲师,10K-15K,北大青鸟中博校区,南京,3-5年,本科,100-499人,民营,节日福利/五险一金/绩效奖金/餐补/带薪年假,2019-04-24 09:03:45,
app开发工程师,10K-15K,深圳新河通创科技有限公司,南京-建邺区,3-5年,大专,500-999人,其它,五险一金/周末双休/年底双薪,2019-04-24 19:20:31,
Java软件高级工程师,8K-15K,南京耐威特瑞科技有限公司,南京,3-5年,大专,20-99人,民营,周末双休/绩效奖金/节日福利,2019-04-24 14:32:58,
软件开发工程师岗（信息技术总部）,10K-20K,南京证券股份有限公司,南京,不限,硕士,1000-9999人,股份制企业,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-24 08:39:37,
核心系统JAVA开发工程师-高级,15K-20K,爱心人寿保险股份有限公司,南京-雨花台区,3-5年,本科,1000-9999人,股份制企业,五险一金/年底双薪/周末双休/绩效奖金/包吃,2019-04-23 10:44:01,
初级Java数据库开发工程师助理餐补/双休,4K-6K,江苏耀东文化传媒有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/全勤奖/包住,2019-04-22 17:39:37,
JAVA高级开发工程师,13K-25K,亿嘉和科技股份有限公司,南京,不限,本科,100-499人,民营,五险一金/年底双薪/包吃/餐补/通讯补助,2019-04-23 16:00:00,
java游戏开发工程师,6K-8K,上海怡胜信息科技有限公司,南京,不限,大专,100-499人,民营,五险一金/交通补助/绩效奖金/节日福利/弹性工作,2019-04-23 13:38:42,
java高级开发工程师,6K-10K,益客集团,南京,3-5年,本科,10000人以上,民营,五险一金/包住/节日福利/员工旅游,2019-04-22 08:41:01,
JAVA软件开发/可从助理做起（接收转行）,4K-6K,南京华信智原教育科技有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/加班补助/全勤奖,2019-04-20 10:59:13,
JAVA软件开发工程师x,6K-8K,上海隆耀网络科技有限公司,南京,不限,不限,500-999人,民营,,2019-04-24 15:07:36,
地铁口Java软件开发实习生/java程序员,3K-5K,南京网燃网络科技有限公司,南京,不限,大专,100-499人,股份制企业,住房补贴/周末双休/五险一金/年底双薪/餐补,2019-04-20 11:11:45,
4k+软件开发工程师（java/web/php/c++）,3K-6K,南京网燃网络科技有限公司,南京-秦淮区,不限,大专,100-499人,股份制企业,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-22 13:47:39,
